DateTime;MQMAXP6 
18/04/2011; 140,46 
19/04/2011; 141,03 
20/04/2011; 141,50 
21/04/2011; 141,64 
25/04/2011; 141,88 
26/04/2011; 142,45 
27/04/2011; 143,43 
28/04/2011; 144,07 
29/04/2011; 145,08 
02/05/2011; 144,49 
03/05/2011; 144,36 
04/05/2011; 143,65 
05/05/2011; 142,07 
06/05/2011; 142,73 
09/05/2011; 143,40 
10/05/2011; 143,57 
11/05/2011; 142,66 
12/05/2011; 142,75 
13/05/2011; 142,31 
16/05/2011; 142,06 
17/05/2011; 142,03 
18/05/2011; 142,46 
19/05/2011; 142,29 
20/05/2011; 142,27 
23/05/2011; 141,87 
24/05/2011; 142,58 
25/05/2011; 142,75 
26/05/2011; 143,13 
27/05/2011; 143,79 
31/05/2011; 143,92 
01/06/2011; 143,50 
02/06/2011; 142,94 
03/06/2011; 142,93 
06/06/2011; 142,64 
07/06/2011; 142,76 
08/06/2011; 142,41 
09/06/2011; 142,79 
10/06/2011; 141,80 
13/06/2011; 141,38 
14/06/2011; 141,76 
15/06/2011; 141,87 
16/06/2011; 141,82 
17/06/2011; 142,10 
20/06/2011; 141,97 
21/06/2011; 143,05 
22/06/2011; 142,59 
23/06/2011; 142,55 
24/06/2011; 141,94 
27/06/2011; 141,95 
28/06/2011; 142,17 
29/06/2011; 142,87 
30/06/2011; 142,59 
01/07/2011; 142,72 
05/07/2011; 143,75 
06/07/2011; 144,63 
07/07/2011; 145,08 
08/07/2011; 145,69 
11/07/2011; 146,10 
12/07/2011; 146,77 
13/07/2011; 147,56 
14/07/2011; 146,68 
15/07/2011; 147,45 
18/07/2011; 147,61 
19/07/2011; 148,20 
20/07/2011; 147,94 
21/07/2011; 147,92 
22/07/2011; 148,68 
25/07/2011; 148,94 
26/07/2011; 148,95 
27/07/2011; 148,13 
28/07/2011; 148,52 
29/07/2011; 149,93 
01/08/2011; 149,72 
02/08/2011; 150,47 
03/08/2011; 150,12 
04/08/2011; 148,97 
05/08/2011; 148,17 
08/08/2011; 149,01 
09/08/2011; 151,27 
10/08/2011; 153,22 
11/08/2011; 152,07 
12/08/2011; 152,30 
15/08/2011; 152,64 
16/08/2011; 152,93 
17/08/2011; 153,25 
18/08/2011; 152,77 
19/08/2011; 153,03 
22/08/2011; 153,76 
23/08/2011; 152,86 
24/08/2011; 151,41 
25/08/2011; 151,68 
26/08/2011; 152,61 
29/08/2011; 152,35 
30/08/2011; 153,21 
31/08/2011; 152,91 
01/09/2011; 153,18 
02/09/2011; 153,85 
06/09/2011; 153,41 
07/09/2011; 153,14 
08/09/2011; 153,78 
09/09/2011; 153,25 
12/09/2011; 152,76 
13/09/2011; 152,90 
14/09/2011; 152,94 
15/09/2011; 152,83 
16/09/2011; 153,13 
19/09/2011; 152,75 
20/09/2011; 153,31 
21/09/2011; 152,53 
22/09/2011; 151,12 
23/09/2011; 149,71 
26/09/2011; 149,57 
27/09/2011; 150,11 
28/09/2011; 149,36 
29/09/2011; 149,44 
30/09/2011; 148,99 
03/10/2011; 149,34 
04/10/2011; 149,43 
05/10/2011; 149,86 
06/10/2011; 150,27 
07/10/2011; 149,80 
10/10/2011; 150,33 
11/10/2011; 150,38 
12/10/2011; 150,37 
13/10/2011; 150,27 
14/10/2011; 150,59 
17/10/2011; 150,43 
18/10/2011; 151,05 
19/10/2011; 150,46 
20/10/2011; 150,29 
21/10/2011; 150,78 
24/10/2011; 151,43 
25/10/2011; 152,38 
26/10/2011; 152,73 
27/10/2011; 153,22 
28/10/2011; 153,49 
31/10/2011; 153,44 
01/11/2011; 153,79 
02/11/2011; 154,37 
03/11/2011; 154,64 
04/11/2011; 154,77 
07/11/2011; 155,88 
08/11/2011; 155,45 
09/11/2011; 154,48 
10/11/2011; 154,68 
11/11/2011; 155,21 
14/11/2011; 155,02 
15/11/2011; 154,87 
16/11/2011; 154,09 
17/11/2011; 153,09 
18/11/2011; 153,17 
21/11/2011; 152,12 
22/11/2011; 152,53 
23/11/2011; 152,38 
25/11/2011; 151,93 
28/11/2011; 153,16 
29/11/2011; 153,23 
30/11/2011; 154,08 
01/12/2011; 153,95 
02/12/2011; 154,29 
05/12/2011; 154,13 
06/12/2011; 154,06 
07/12/2011; 154,15 
08/12/2011; 153,32 
09/12/2011; 153,24 
12/12/2011; 152,78 
13/12/2011; 152,32 
14/12/2011; 151,49 
15/12/2011; 151,26 
16/12/2011; 151,84 
19/12/2011; 151,95 
20/12/2011; 152,94 
21/12/2011; 152,63 
22/12/2011; 152,61 
23/12/2011; 152,71 
27/12/2011; 152,26 
28/12/2011; 151,67 
29/12/2011; 151,71 
30/12/2011; 151,80 
03/01/2012; 152,72 
04/01/2012; 152,98 
05/01/2012; 153,41 
06/01/2012; 153,65 
09/01/2012; 153,73 
10/01/2012; 153,91 
11/01/2012; 154,39 
12/01/2012; 154,38 
13/01/2012; 154,40 
17/01/2012; 154,84 
18/01/2012; 155,25 
19/01/2012; 154,88 
20/01/2012; 154,78 
23/01/2012; 154,72 
24/01/2012; 154,49 
25/01/2012; 156,60 
26/01/2012; 157,21 
27/01/2012; 157,61 
30/01/2012; 157,68 
31/01/2012; 158,30 
01/02/2012; 158,57 
02/02/2012; 158,84 
03/02/2012; 158,01 
06/02/2012; 158,35 
07/02/2012; 158,51 
08/02/2012; 158,40 
09/02/2012; 158,04 
10/02/2012; 158,02 
13/02/2012; 158,57 
14/02/2012; 158,45 
15/02/2012; 158,61 
16/02/2012; 158,82 
17/02/2012; 158,58 
21/02/2012; 159,29 
22/02/2012; 160,13 
23/02/2012; 160,39 
24/02/2012; 160,38 
27/02/2012; 160,52 
28/02/2012; 161,05 
29/02/2012; 158,46 
01/03/2012; 158,94 
02/03/2012; 158,78 
05/03/2012; 158,05 
06/03/2012; 157,27 
07/03/2012; 157,93 
08/03/2012; 158,51 
09/03/2012; 158,98 
12/03/2012; 158,95 
13/03/2012; 159,13 
14/03/2012; 157,73 
15/03/2012; 158,35 
16/03/2012; 158,42 
19/03/2012; 158,39 
20/03/2012; 158,00 
21/03/2012; 158,11 
22/03/2012; 157,80 
23/03/2012; 158,55 
26/03/2012; 159,34 
27/03/2012; 159,37 
28/03/2012; 158,78 
29/03/2012; 158,84 
30/03/2012; 158,82 
02/04/2012; 159,71 
03/04/2012; 158,24 
04/04/2012; 157,38 
05/04/2012; 157,71 
09/04/2012; 157,77 
10/04/2012; 157,79 
11/04/2012; 158,24 
12/04/2012; 158,86 
13/04/2012; 158,46 
16/04/2012; 158,31 
17/04/2012; 159,03 
18/04/2012; 158,59 
19/04/2012; 158,16 
20/04/2012; 158,48 
23/04/2012; 158,19 
24/04/2012; 158,40 
25/04/2012; 158,93 
26/04/2012; 159,89 
27/04/2012; 159,91 
30/04/2012; 159,77 
01/05/2012; 159,81 
02/05/2012; 159,66 
03/05/2012; 158,85 
04/05/2012; 158,57 
07/05/2012; 158,50 
08/05/2012; 157,84 
09/05/2012; 157,09 
10/05/2012; 157,22 
11/05/2012; 156,90 
14/05/2012; 156,56 
15/05/2012; 156,10 
16/05/2012; 155,61 
17/05/2012; 156,21 
18/05/2012; 156,56 
21/05/2012; 157,56 
22/05/2012; 156,71 
23/05/2012; 156,64 
24/05/2012; 156,48 
25/05/2012; 156,76 
29/05/2012; 156,45 
30/05/2012; 156,94 
31/05/2012; 157,55 
01/06/2012; 158,30 
04/06/2012; 157,96 
05/06/2012; 158,12 
06/06/2012; 158,40 
07/06/2012; 157,76 
08/06/2012; 158,27 
11/06/2012; 157,86 
12/06/2012; 158,26 
13/06/2012; 158,54 
14/06/2012; 158,92 
15/06/2012; 160,39 
18/06/2012; 160,41 
19/06/2012; 160,44 
20/06/2012; 159,87 
21/06/2012; 157,25 
22/06/2012; 157,01 
25/06/2012; 157,23 
26/06/2012; 157,11 
27/06/2012; 157,48 
28/06/2012; 157,11 
29/06/2012; 158,38 
02/07/2012; 158,59 
03/07/2012; 159,33 
05/07/2012; 159,15 
06/07/2012; 158,75 
09/07/2012; 158,99 
10/07/2012; 158,72 
11/07/2012; 158,75 
12/07/2012; 158,78 
13/07/2012; 159,70 
16/07/2012; 159,79 
17/07/2012; 159,68 
18/07/2012; 159,87 
19/07/2012; 160,15 
20/07/2012; 160,37 
23/07/2012; 159,75 
24/07/2012; 159,64 
25/07/2012; 159,99 
26/07/2012; 160,61 
27/07/2012; 161,00 
30/07/2012; 161,45 
31/07/2012; 161,41 
01/08/2012; 161,09 
02/08/2012; 160,54 
03/08/2012; 161,36 
06/08/2012; 161,76 
07/08/2012; 161,54 
08/08/2012; 161,10 
09/08/2012; 160,93 
10/08/2012; 161,16 
13/08/2012; 160,56 
14/08/2012; 159,55 
15/08/2012; 158,47 
16/08/2012; 158,66 
17/08/2012; 158,92 
20/08/2012; 159,02 
21/08/2012; 159,47 
22/08/2012; 161,10 
23/08/2012; 161,79 
24/08/2012; 162,06 
27/08/2012; 162,22 
28/08/2012; 162,52 
29/08/2012; 161,89 
30/08/2012; 161,44 
31/08/2012; 163,28 
04/09/2012; 163,17 
05/09/2012; 163,24 
06/09/2012; 163,79 
07/09/2012; 165,13 
10/09/2012; 164,85 
11/09/2012; 164,99 
12/09/2012; 164,66 
13/09/2012; 166,91 
14/09/2012; 167,57 
17/09/2012; 167,19 
18/09/2012; 167,28 
19/09/2012; 167,39 
20/09/2012; 167,10 
21/09/2012; 167,17 
24/09/2012; 166,89 
25/09/2012; 166,50 
26/09/2012; 166,26 
27/09/2012; 167,17 
28/09/2012; 166,81 
01/10/2012; 167,19 
02/10/2012; 167,60 
03/10/2012; 167,95 
04/10/2012; 168,68 
05/10/2012; 168,26 
08/10/2012; 168,21 
09/10/2012; 167,26 
10/10/2012; 166,81 
11/10/2012; 166,85 
12/10/2012; 166,33 
15/10/2012; 166,28 
16/10/2012; 166,54 
17/10/2012; 166,44 
18/10/2012; 166,11 
19/10/2012; 165,21 
22/10/2012; 165,18 
23/10/2012; 164,24 
24/10/2012; 163,75 
25/10/2012; 163,81 
26/10/2012; 164,40 
31/10/2012; 165,41 
01/11/2012; 165,46 
02/11/2012; 164,00 
05/11/2012; 164,43 
06/11/2012; 165,18 
07/11/2012; 164,86 
08/11/2012; 165,27 
09/11/2012; 164,81 
12/11/2012; 165,07 
13/11/2012; 164,69 
14/11/2012; 164,00 
15/11/2012; 163,54 
16/11/2012; 163,77 
19/11/2012; 164,96 
20/11/2012; 164,48 
21/11/2012; 164,29 
23/11/2012; 165,29 
26/11/2012; 165,51 
27/11/2012; 165,12 
28/11/2012; 165,15 
29/11/2012; 165,76 
30/11/2012; 165,66 
03/12/2012; 165,73 
04/12/2012; 165,21 
05/12/2012; 165,46 
06/12/2012; 166,04 
07/12/2012; 166,20 
10/12/2012; 166,60 
11/12/2012; 166,44 
12/12/2012; 166,01 
13/12/2012; 164,78 
14/12/2012; 164,66 
17/12/2012; 164,82 
18/12/2012; 164,21 
19/12/2012; 163,81 
20/12/2012; 163,52 
21/12/2012; 163,59 
24/12/2012; 163,34 
26/12/2012; 163,38 
27/12/2012; 163,62 
28/12/2012; 162,81 
31/12/2012; 163,21 
02/01/2013; 164,74 
03/01/2013; 162,85 
04/01/2013; 162,67 
07/01/2013; 162,66 
08/01/2013; 163,05 
09/01/2013; 163,33 
10/01/2013; 163,97 
11/01/2013; 163,79 
14/01/2013; 163,95 
15/01/2013; 164,39 
16/01/2013; 164,38 
17/01/2013; 164,66 
18/01/2013; 164,92 
22/01/2013; 165,35 
23/01/2013; 165,29 
24/01/2013; 164,56 
25/01/2013; 163,90 
28/01/2013; 163,51 
29/01/2013; 163,68 
30/01/2013; 163,95 
31/01/2013; 163,92 
01/02/2013; 163,80 
04/02/2013; 164,35 
05/02/2013; 164,48 
06/02/2013; 164,86 
07/02/2013; 164,42 
08/02/2013; 164,57 
11/02/2013; 163,64 
12/02/2013; 163,80 
13/02/2013; 163,12 
14/02/2013; 163,14 
15/02/2013; 161,66 
19/02/2013; 161,86 
20/02/2013; 159,79 
21/02/2013; 160,01 
22/02/2013; 160,84 
25/02/2013; 160,90 
26/02/2013; 161,33 
27/02/2013; 161,45 
28/02/2013; 161,26 
01/03/2013; 161,91 
04/03/2013; 161,62 
05/03/2013; 162,05 
06/03/2013; 162,04 
07/03/2013; 161,37 
08/03/2013; 161,09 
11/03/2013; 161,31 
12/03/2013; 161,87 
13/03/2013; 161,80 
14/03/2013; 162,37 
15/03/2013; 162,53 
18/03/2013; 163,01 
19/03/2013; 163,26 
20/03/2013; 163,00 
21/03/2013; 162,87 
22/03/2013; 163,36 
25/03/2013; 163,04 
26/03/2013; 163,38 
27/03/2013; 164,07 
28/03/2013; 163,86 
01/04/2013; 163,75 
02/04/2013; 163,16 
03/04/2013; 162,43 
04/04/2013; 163,26 
05/04/2013; 164,48 
08/04/2013; 163,96 
09/04/2013; 164,40 
10/04/2013; 163,49 
11/04/2013; 164,21 
12/04/2013; 162,39 
15/04/2013; 156,72 
16/04/2013; 157,83 
17/04/2013; 157,35 
18/04/2013; 156,57 
19/04/2013; 157,34 
22/04/2013; 157,91 
23/04/2013; 158,17 
24/04/2013; 158,44 
25/04/2013; 158,91 
26/04/2013; 159,14 
29/04/2013; 159,22 
30/04/2013; 159,29 
01/05/2013; 158,70 
02/05/2013; 159,03 
03/05/2013; 158,67 
06/05/2013; 158,60 
07/05/2013; 158,58 
08/05/2013; 158,80 
09/05/2013; 158,42 
10/05/2013; 158,07 
13/05/2013; 157,58 
14/05/2013; 157,46 
15/05/2013; 157,30 
16/05/2013; 157,33 
17/05/2013; 156,70 
20/05/2013; 157,34 
21/05/2013; 157,30 
22/05/2013; 155,62 
23/05/2013; 155,92 
24/05/2013; 155,83 
28/05/2013; 155,21 
29/05/2013; 155,01 
30/05/2013; 155,17 
31/05/2013; 154,04 
03/06/2013; 154,62 
04/06/2013; 154,02 
05/06/2013; 153,50 
06/06/2013; 153,98 
07/06/2013; 153,47 
10/06/2013; 152,88 
11/06/2013; 152,26 
12/06/2013; 151,35 
13/06/2013; 152,62 
14/06/2013; 152,40 
17/06/2013; 152,35 
18/06/2013; 152,57 
19/06/2013; 150,70 
20/06/2013; 147,61 
21/06/2013; 147,29 
24/06/2013; 146,83 
25/06/2013; 147,04 
26/06/2013; 146,91 
27/06/2013; 147,09 
28/06/2013; 147,46 
01/07/2013; 147,85 
02/07/2013; 147,85 
03/07/2013; 147,85 
05/07/2013; 147,23 
08/07/2013; 147,86 
09/07/2013; 148,19 
10/07/2013; 148,09 
11/07/2013; 149,22 
12/07/2013; 149,24 
15/07/2013; 149,55 
16/07/2013; 149,70 
17/07/2013; 149,72 
18/07/2013; 149,81 
19/07/2013; 150,35 
22/07/2013; 150,89 
23/07/2013; 150,82 
24/07/2013; 150,01 
25/07/2013; 150,28 
26/07/2013; 150,34 
29/07/2013; 150,15 
30/07/2013; 150,08 
31/07/2013; 150,42 
01/08/2013; 150,32 
02/08/2013; 150,63 
05/08/2013; 150,47 
06/08/2013; 150,08 
07/08/2013; 150,10 
08/08/2013; 150,78 
09/08/2013; 150,70 
12/08/2013; 150,85 
13/08/2013; 150,21 
14/08/2013; 150,01 
15/08/2013; 149,29 
16/08/2013; 148,97 
19/08/2013; 148,19 
20/08/2013; 148,90 
21/08/2013; 148,11 
22/08/2013; 148,69 
23/08/2013; 149,61 
26/08/2013; 149,74 
27/08/2013; 149,57 
28/08/2013; 149,52 
29/08/2013; 149,35 
30/08/2013; 148,79 
03/09/2013; 149,01 
04/09/2013; 148,72 
05/09/2013; 147,83 
06/09/2013; 148,53 
09/09/2013; 149,05 
10/09/2013; 148,90 
11/09/2013; 149,39 
12/09/2013; 148,51 
13/09/2013; 148,65 
16/09/2013; 148,87 
17/09/2013; 149,37 
18/09/2013; 151,94 
19/09/2013; 151,57 
20/09/2013; 151,00 
23/09/2013; 150,94 
24/09/2013; 150,87 
25/09/2013; 150,93 
26/09/2013; 150,90 
27/09/2013; 150,86 
30/09/2013; 150,63 
01/10/2013; 150,41 
02/10/2013; 150,83 
03/10/2013; 150,45 
04/10/2013; 150,59 
07/10/2013; 150,41 
08/10/2013; 149,63 
09/10/2013; 149,47 
10/10/2013; 150,03 
11/10/2013; 150,03 
14/10/2013; 149,84 
15/10/2013; 149,90 
16/10/2013; 150,60 
17/10/2013; 151,99 
18/10/2013; 152,27 
21/10/2013; 152,22 
22/10/2013; 153,26 
23/10/2013; 152,93 
24/10/2013; 153,26 
25/10/2013; 153,71 
28/10/2013; 153,74 
29/10/2013; 153,76 
30/10/2013; 153,42 
31/10/2013; 152,80 
01/11/2013; 152,06 
04/11/2013; 152,23 
05/11/2013; 151,71 
06/11/2013; 152,56 
07/11/2013; 151,92 
08/11/2013; 151,45 
11/11/2013; 151,22 
12/11/2013; 150,88 
13/11/2013; 151,43 
14/11/2013; 152,41 
15/11/2013; 152,64 
18/11/2013; 152,40 
19/11/2013; 152,01 
20/11/2013; 150,74 
21/11/2013; 151,19 
22/11/2013; 151,59 
25/11/2013; 151,70 
26/11/2013; 151,57 
27/11/2013; 151,45 
29/11/2013; 151,63 
02/12/2013; 150,42 
03/12/2013; 150,34 
04/12/2013; 150,28 
05/12/2013; 149,64 
06/12/2013; 150,28 
09/12/2013; 150,71 
10/12/2013; 151,19 
11/12/2013; 150,30 
12/12/2013; 149,38 
13/12/2013; 149,84 
16/12/2013; 150,23 
17/12/2013; 150,16 
18/12/2013; 150,35 
19/12/2013; 149,41 
20/12/2013; 150,16 
23/12/2013; 150,15 
24/12/2013; 150,05 
26/12/2013; 150,35 
27/12/2013; 150,37 
30/12/2013; 150,27 
31/12/2013; 150,51 
02/01/2014; 150,78 
03/01/2014; 151,01 
06/01/2014; 151,28 
07/01/2014; 151,46 
08/01/2014; 151,24 
09/01/2014; 151,80 
10/01/2014; 153,06 
13/01/2014; 152,52 
14/01/2014; 152,53 
15/01/2014; 152,64 
16/01/2014; 152,70 
17/01/2014; 153,01 
21/01/2014; 152,60 
22/01/2014; 152,29 
23/01/2014; 153,10 
24/01/2014; 152,41 
27/01/2014; 151,34 
28/01/2014; 151,85 
29/01/2014; 152,27 
30/01/2014; 151,95 
31/01/2014; 152,01 
03/02/2014; 152,09 
04/02/2014; 151,74 
05/02/2014; 151,22 
06/02/2014; 151,78 
07/02/2014; 152,97 
10/02/2014; 153,40 
11/02/2014; 153,85 
12/02/2014; 153,59 
13/02/2014; 154,51 
14/02/2014; 154,98 
18/02/2014; 155,32 
19/02/2014; 154,49 
20/02/2014; 154,76 
21/02/2014; 154,92 
24/02/2014; 155,55 
25/02/2014; 156,07 
26/02/2014; 156,06 
27/02/2014; 156,49 
28/02/2014; 156,61 
03/03/2014; 157,69 
04/03/2014; 157,03 
05/03/2014; 157,31 
06/03/2014; 157,51 
07/03/2014; 156,94 
10/03/2014; 156,98 
11/03/2014; 156,90 
12/03/2014; 157,79 
13/03/2014; 157,85 
14/03/2014; 157,93 
17/03/2014; 157,67 
18/03/2014; 158,03 
19/03/2014; 155,52 
20/03/2014; 155,32 
21/03/2014; 155,55 
24/03/2014; 154,92 
25/03/2014; 155,18 
26/03/2014; 154,92 
27/03/2014; 154,64 
28/03/2014; 154,63 
31/03/2014; 154,82 
01/04/2014; 154,75 
02/04/2014; 154,96 
03/04/2014; 154,89 
04/04/2014; 155,28 
07/04/2014; 154,58 
08/04/2014; 155,29 
09/04/2014; 156,04 
10/04/2014; 155,56 
11/04/2014; 155,40 
14/04/2014; 155,81 
15/04/2014; 155,59 
16/04/2014; 156,15 
17/04/2014; 155,75 
21/04/2014; 155,73 
22/04/2014; 155,77 
23/04/2014; 156,13 
24/04/2014; 156,62 
25/04/2014; 156,62 
28/04/2014; 156,10 
29/04/2014; 156,23 
30/04/2014; 156,72 
01/05/2014; 157,01 
02/05/2014; 157,84 
05/05/2014; 158,11 
06/05/2014; 157,48 
07/05/2014; 157,20 
08/05/2014; 157,34 
09/05/2014; 157,31 
12/05/2014; 157,74 
13/05/2014; 158,05 
14/05/2014; 159,12 
15/05/2014; 158,93 
16/05/2014; 158,88 
19/05/2014; 158,72 
20/05/2014; 158,65 
21/05/2014; 158,96 
22/05/2014; 159,45 
23/05/2014; 159,94 
27/05/2014; 159,19 
28/05/2014; 159,60 
29/05/2014; 159,75 
30/05/2014; 159,33 
02/06/2014; 158,29 
03/06/2014; 157,57 
04/06/2014; 157,25 
05/06/2014; 158,44 
06/06/2014; 158,77 
09/06/2014; 158,85 
10/06/2014; 158,98 
11/06/2014; 158,86 
12/06/2014; 159,28 
13/06/2014; 159,42 
16/06/2014; 159,37 
17/06/2014; 159,32 
18/06/2014; 160,65 
19/06/2014; 162,41 
20/06/2014; 162,73 
23/06/2014; 162,69 
24/06/2014; 162,85 
25/06/2014; 163,27 
26/06/2014; 163,39 
27/06/2014; 163,57 
30/06/2014; 163,99 
01/07/2014; 163,77 
02/07/2014; 163,20 
03/07/2014; 163,53 
07/07/2014; 163,43 
08/07/2014; 163,34 
09/07/2014; 164,31 
10/07/2014; 164,41 
11/07/2014; 164,81 
14/07/2014; 163,80 
15/07/2014; 162,90 
16/07/2014; 163,31 
17/07/2014; 163,89 
18/07/2014; 164,17 
21/07/2014; 164,34 
22/07/2014; 164,34 
23/07/2014; 164,45 
24/07/2014; 163,75 
25/07/2014; 164,53 
28/07/2014; 164,33 
29/07/2014; 164,07 
30/07/2014; 163,03 
31/07/2014; 160,97 
01/08/2014; 161,46 
04/08/2014; 161,52 
05/08/2014; 161,14 
06/08/2014; 161,72 
07/08/2014; 162,13 
08/08/2014; 162,60 
11/08/2014; 162,69 
12/08/2014; 162,25 
13/08/2014; 163,06 
14/08/2014; 163,49 
15/08/2014; 163,48 
18/08/2014; 163,22 
19/08/2014; 163,16 
20/08/2014; 162,73 
21/08/2014; 162,58 
22/08/2014; 162,57 
25/08/2014; 162,86 
26/08/2014; 163,06 
27/08/2014; 163,28 
28/08/2014; 163,77 
29/08/2014; 163,75 
02/09/2014; 161,91 
03/09/2014; 162,36 
04/09/2014; 161,55 
05/09/2014; 161,93 
08/09/2014; 160,97 
09/09/2014; 160,23 
10/09/2014; 159,82 
11/09/2014; 159,67 
12/09/2014; 158,44 
15/09/2014; 158,63 
16/09/2014; 159,11 
17/09/2014; 158,03 
18/09/2014; 158,15 
19/09/2014; 158,05 
22/09/2014; 157,43 
23/09/2014; 157,71 
24/09/2014; 157,89 
25/09/2014; 157,39 
26/09/2014; 157,18 
29/09/2014; 157,15 
30/09/2014; 156,50 
01/10/2014; 156,85 
02/10/2014; 156,55 
03/10/2014; 155,86 
06/10/2014; 156,67 
07/10/2014; 156,45 
08/10/2014; 158,71 
09/10/2014; 157,55 
10/10/2014; 157,37 
13/10/2014; 157,60 
14/10/2014; 157,45 
15/10/2014; 157,50 
16/10/2014; 157,44 
17/10/2014; 157,72 
20/10/2014; 158,48 
21/10/2014; 159,07 
22/10/2014; 158,46 
23/10/2014; 158,04 
24/10/2014; 158,15 
27/10/2014; 157,90 
28/10/2014; 158,25 
29/10/2014; 157,19 
30/10/2014; 156,74 
31/10/2014; 156,12 
03/11/2014; 155,92 
04/11/2014; 155,75 
05/11/2014; 155,19 
06/11/2014; 155,11 
07/11/2014; 157,22 
10/11/2014; 155,87 
11/11/2014; 156,29 
12/11/2014; 155,96 
13/11/2014; 155,90 
14/11/2014; 156,90 
17/11/2014; 156,36 
18/11/2014; 156,93 
19/11/2014; 156,02 
20/11/2014; 156,68 
21/11/2014; 157,37 
24/11/2014; 157,52 
25/11/2014; 157,64 
26/11/2014; 157,77 
28/11/2014; 156,91 
01/12/2014; 157,35 
02/12/2014; 156,65 
03/12/2014; 157,28 
04/12/2014; 157,38 
05/12/2014; 156,42 
08/12/2014; 156,41 
09/12/2014; 157,37 
10/12/2014; 156,58 
11/12/2014; 156,68 
12/12/2014; 155,96 
15/12/2014; 154,50 
16/12/2014; 155,02 
17/12/2014; 155,18 
18/12/2014; 155,72 
19/12/2014; 156,23 
22/12/2014; 155,98 
23/12/2014; 155,38 
24/12/2014; 155,27 
26/12/2014; 155,93 
29/12/2014; 155,84 
30/12/2014; 155,97 
31/12/2014; 155,43 
02/01/2015; 156,24 
05/01/2015; 155,98 
06/01/2015; 155,90 
07/01/2015; 156,33 
08/01/2015; 156,77 
09/01/2015; 157,16 
12/01/2015; 157,18 
13/01/2015; 156,75 
14/01/2015; 157,23 
15/01/2015; 158,76 
16/01/2015; 159,12 
20/01/2015; 159,90 
21/01/2015; 159,68 
22/01/2015; 160,61 
23/01/2015; 160,75 
26/01/2015; 160,35 
27/01/2015; 160,51 
28/01/2015; 160,08 
29/01/2015; 159,59 
30/01/2015; 160,67 
02/02/2015; 160,85 
03/02/2015; 160,61 
04/02/2015; 160,83 
05/02/2015; 160,83 
06/02/2015; 158,81 
09/02/2015; 158,56 
10/02/2015; 158,50 
11/02/2015; 158,03 
12/02/2015; 158,32 
13/02/2015; 158,46 
17/02/2015; 157,49 
18/02/2015; 158,02 
19/02/2015; 157,81 
20/02/2015; 157,90 
23/02/2015; 158,13 
24/02/2015; 158,84 
25/02/2015; 159,11 
26/02/2015; 159,09 
27/02/2015; 159,55 
02/03/2015; 158,85 
03/03/2015; 158,70 
04/03/2015; 158,43 
05/03/2015; 158,28 
06/03/2015; 155,12 
09/03/2015; 155,25 
10/03/2015; 154,67 
11/03/2015; 154,54 
12/03/2015; 154,80 
13/03/2015; 154,44 
16/03/2015; 154,95 
17/03/2015; 154,76 
18/03/2015; 156,73 
19/03/2015; 156,51 
20/03/2015; 157,09 
23/03/2015; 157,17 
24/03/2015; 157,29 
25/03/2015; 156,89 
26/03/2015; 156,72 
27/03/2015; 156,71 
30/03/2015; 156,60 
31/03/2015; 156,42 
01/04/2015; 157,30 
02/04/2015; 157,10 
06/04/2015; 157,94 
07/04/2015; 157,82 
08/04/2015; 157,63 
09/04/2015; 157,35 
10/04/2015; 157,85 
13/04/2015; 157,46 
14/04/2015; 157,52 
15/04/2015; 158,18 
16/04/2015; 158,14 
17/04/2015; 158,27 
20/04/2015; 158,21 
21/04/2015; 158,10 
22/04/2015; 157,47 
23/04/2015; 158,05 
24/04/2015; 157,98 
27/04/2015; 158,53 
28/04/2015; 158,54 
29/04/2015; 157,91 
30/04/2015; 156,87 
01/05/2015; 156,99 
04/05/2015; 157,09 
05/05/2015; 156,56 
06/05/2015; 155,59 
07/05/2015; 155,74 
08/05/2015; 156,90 
11/05/2015; 155,73 
12/05/2015; 155,97 
13/05/2015; 156,48 
14/05/2015; 157,25 
15/05/2015; 157,91 
18/05/2015; 157,65 
19/05/2015; 156,86 
20/05/2015; 157,07 
21/05/2015; 157,35 
22/05/2015; 157,32 
26/05/2015; 156,33 
27/05/2015; 156,75 
28/05/2015; 156,69 
29/05/2015; 156,67 
01/06/2015; 156,25 
02/06/2015; 156,02 
03/06/2015; 155,40 
04/06/2015; 154,90 
05/06/2015; 154,39 
08/06/2015; 154,29 
09/06/2015; 154,20 
10/06/2015; 154,91 
11/06/2015; 155,29 
12/06/2015; 154,93 
15/06/2015; 155,17 
16/06/2015; 155,79 
17/06/2015; 156,20 
18/06/2015; 157,19 
19/06/2015; 156,98 
22/06/2015; 156,27 
23/06/2015; 155,79 
24/06/2015; 155,44 
25/06/2015; 155,11 
26/06/2015; 154,74 
29/06/2015; 154,48 
30/06/2015; 154,12 
01/07/2015; 153,97 
02/07/2015; 154,24 
06/07/2015; 154,64 
07/07/2015; 154,60 
08/07/2015; 154,00 
09/07/2015; 153,57 
10/07/2015; 153,76 
13/07/2015; 153,69 
14/07/2015; 153,93 
15/07/2015; 153,84 
16/07/2015; 154,14 
17/07/2015; 153,39 
20/07/2015; 151,07 
21/07/2015; 150,90 
22/07/2015; 150,64 
23/07/2015; 150,33 
24/07/2015; 150,07 
27/07/2015; 149,77 
